Vardas     Pavarde    ND1  ND2  ND3  ND4  ND5  Egzaminas
Vardas3385 Pavarde3385 6 9 8 8 10 9
Vardas3386 Pavarde3386 10 6 8 10 4 2
Vardas3387 Pavarde3387 10 4 3 1 10 6
Vardas3388 Pavarde3388 3 7 4 9 4 5
Vardas3389 Pavarde3389 8 6 2 8 8 5
Vardas3390 Pavarde3390 3 6 1 7 8 9
Vardas3391 Pavarde3391 10 5 10 5 1 9
Vardas3392 Pavarde3392 10 9 7 5 3 8
Vardas3393 Pavarde3393 8 4 10 1 1 1
Vardas3394 Pavarde3394 2 5 8 6 4 4
Vardas3395 Pavarde3395 9 3 1 7 8 5
Vardas3396 Pavarde3396 7 1 3 6 6 4
Vardas3397 Pavarde3397 4 10 4 10 7 10
Vardas3398 Pavarde3398 5 6 3 5 7 1
Vardas3399 Pavarde3399 3 3 2 1 4 1
Vardas3400 Pavarde3400 2 8 2 3 10 10
Vardas3401 Pavarde3401 1 4 2 9 4 10
Vardas3402 Pavarde3402 10 8 10 1 4 4
Vardas3403 Pavarde3403 3 4 8 4 10 1
Vardas3404 Pavarde3404 9 1 6 9 3 5
Vardas3405 Pavarde3405 2 9 8 8 7 2
Vardas3406 Pavarde3406 8 7 10 4 3 5
Vardas3407 Pavarde3407 1 7 5 7 3 6
Vardas3408 Pavarde3408 4 7 6 6 6 1
Vardas3409 Pavarde3409 1 8 5 9 7 8
Vardas3410 Pavarde3410 8 9 10 9 9 3
Vardas3411 Pavarde3411 1 1 7 4 5 5
Vardas3412 Pavarde3412 2 5 5 4 1 8
Vardas3413 Pavarde3413 8 8 8 2 10 9
Vardas3414 Pavarde3414 9 9 10 2 1 10
Vardas3415 Pavarde3415 7 8 2 5 2 4
Vardas3416 Pavarde3416 5 3 10 5 4 9
Vardas3417 Pavarde3417 9 6 3 10 5 1
Vardas3418 Pavarde3418 4 10 4 2 4 9
Vardas3419 Pavarde3419 8 10 5 1 10 9
Vardas3420 Pavarde3420 9 4 3 8 9 2
Vardas3421 Pavarde3421 8 6 4 9 10 4
Vardas3422 Pavarde3422 2 9 3 4 3 1
Vardas3423 Pavarde3423 2 8 5 1 8 2
Vardas3424 Pavarde3424 3 10 6 6 7 5
Vardas3425 Pavarde3425 9 7 6 9 3 7
Vardas3426 Pavarde3426 3 2 9 8 1 5
Vardas3427 Pavarde3427 7 10 3 10 9 6
Vardas3428 Pavarde3428 6 3 1 7 3 1
Vardas3429 Pavarde3429 10 8 6 6 1 2
Vardas3430 Pavarde3430 1 5 6 10 9 2
Vardas3431 Pavarde3431 5 2 9 6 3 8
Vardas3432 Pavarde3432 7 8 9 7 9 1
Vardas3433 Pavarde3433 6 2 9 7 9 1
Vardas3434 Pavarde3434 7 10 8 4 8 3
Vardas3435 Pavarde3435 5 7 5 9 8 4
Vardas3436 Pavarde3436 2 3 4 5 2 1
Vardas3437 Pavarde3437 2 2 3 9 9 7
Vardas3438 Pavarde3438 4 9 5 7 5 9
Vardas3439 Pavarde3439 3 7 8 4 5 5
Vardas3440 Pavarde3440 6 10 2 4 8 10
Vardas3441 Pavarde3441 5 8 6 3 1 1
Vardas3442 Pavarde3442 4 1 4 1 8 5
Vardas3443 Pavarde3443 5 8 5 7 9 7
Vardas3444 Pavarde3444 4 8 6 3 1 2
Vardas3445 Pavarde3445 6 8 3 4 8 5
Vardas3446 Pavarde3446 9 4 10 2 1 10
Vardas3447 Pavarde3447 1 9 5 10 5 10
Vardas3448 Pavarde3448 1 3 9 3 3 8
Vardas3449 Pavarde3449 9 2 10 7 8 1
Vardas3450 Pavarde3450 5 2 2 10 2 8
Vardas3451 Pavarde3451 6 7 8 10 6 1
Vardas3452 Pavarde3452 9 1 1 9 4 8
Vardas3453 Pavarde3453 10 1 6 8 7 1
Vardas3454 Pavarde3454 10 9 8 3 9 10
Vardas3455 Pavarde3455 1 8 10 2 1 5
Vardas3456 Pavarde3456 8 10 10 7 1 2
Vardas3457 Pavarde3457 5 2 6 1 4 6
Vardas3458 Pavarde3458 9 3 6 8 2 4
Vardas3459 Pavarde3459 6 8 6 1 9 9
Vardas3460 Pavarde3460 6 4 10 3 9 4
Vardas3461 Pavarde3461 2 2 10 3 3 4
Vardas3462 Pavarde3462 9 9 10 2 9 10
Vardas3463 Pavarde3463 1 9 7 3 3 7
Vardas3464 Pavarde3464 8 3 5 3 6 9
Vardas3465 Pavarde3465 4 7 1 8 4 8
Vardas3466 Pavarde3466 1 8 9 8 10 3
Vardas3467 Pavarde3467 1 3 3 6 1 4
Vardas3468 Pavarde3468 6 6 7 4 7 5
Vardas3469 Pavarde3469 6 5 9 7 1 8
Vardas3470 Pavarde3470 2 8 4 9 8 4
Vardas3471 Pavarde3471 6 1 7 3 7 6
Vardas3472 Pavarde3472 6 8 7 5 3 4
Vardas3473 Pavarde3473 10 1 7 4 7 6
Vardas3474 Pavarde3474 1 4 4 7 5 4
Vardas3475 Pavarde3475 5 4 1 3 4 9
Vardas3476 Pavarde3476 10 5 6 5 4 3
Vardas3477 Pavarde3477 6 8 2 1 9 4
Vardas3478 Pavarde3478 5 6 7 2 4 3
Vardas3479 Pavarde3479 7 3 9 2 5 8
Vardas3480 Pavarde3480 2 3 6 10 6 10
Vardas3481 Pavarde3481 4 7 8 9 6 8
Vardas3482 Pavarde3482 6 5 5 7 10 8
Vardas3483 Pavarde3483 5 2 10 2 1 3
Vardas3484 Pavarde3484 6 5 3 3 9 8
Vardas3485 Pavarde3485 10 7 2 9 8 9
Vardas3486 Pavarde3486 6 5 10 10 4 2
Vardas3487 Pavarde3487 9 1 3 1 6 9
Vardas3488 Pavarde3488 1 3 9 5 2 3
Vardas3489 Pavarde3489 2 5 4 7 8 7
Vardas3490 Pavarde3490 6 9 8 10 7 8
Vardas3491 Pavarde3491 4 8 3 4 8 3
Vardas3492 Pavarde3492 3 6 1 6 1 6
Vardas3493 Pavarde3493 8 8 9 4 8 4
Vardas3494 Pavarde3494 8 8 10 7 1 8
Vardas3495 Pavarde3495 5 1 1 6 10 8
Vardas3496 Pavarde3496 1 1 8 8 1 9
Vardas3497 Pavarde3497 1 6 5 7 2 3
Vardas3498 Pavarde3498 7 1 8 9 5 3
Vardas3499 Pavarde3499 5 7 10 5 6 2
Vardas3500 Pavarde3500 5 1 10 2 9 10
Vardas3501 Pavarde3501 5 6 2 7 3 2
Vardas3502 Pavarde3502 2 1 1 9 9 6
Vardas3503 Pavarde3503 2 3 6 10 10 8
Vardas3504 Pavarde3504 5 3 2 2 5 3
Vardas3505 Pavarde3505 10 2 5 8 7 1
Vardas3506 Pavarde3506 5 1 1 6 9 2
Vardas3507 Pavarde3507 1 5 9 8 10 5
Vardas3508 Pavarde3508 1 6 9 8 2 8
Vardas3509 Pavarde3509 7 4 1 1 4 9
Vardas3510 Pavarde3510 2 1 8 1 7 1
Vardas3511 Pavarde3511 5 7 10 9 9 2
Vardas3512 Pavarde3512 3 1 7 1 5 8
Vardas3513 Pavarde3513 1 7 9 2 7 2
Vardas3514 Pavarde3514 8 6 6 7 8 10
Vardas3515 Pavarde3515 10 9 6 7 10 7
Vardas3516 Pavarde3516 8 4 9 3 2 2
Vardas3517 Pavarde3517 2 5 3 10 3 8
Vardas3518 Pavarde3518 5 7 3 8 6 1
Vardas3519 Pavarde3519 7 9 7 1 3 2
Vardas3520 Pavarde3520 2 5 9 8 6 4
Vardas3521 Pavarde3521 6 1 5 7 8 6
Vardas3522 Pavarde3522 9 4 10 1 10 2
Vardas3523 Pavarde3523 1 8 3 6 6 6
Vardas3524 Pavarde3524 5 7 3 4 8 3
Vardas3525 Pavarde3525 10 8 3 7 3 3
Vardas3526 Pavarde3526 7 1 8 2 2 9
Vardas3527 Pavarde3527 8 8 9 1 8 5
Vardas3528 Pavarde3528 3 3 9 9 6 6
Vardas3529 Pavarde3529 7 8 8 6 8 8
Vardas3530 Pavarde3530 10 10 6 1 7 1
Vardas3531 Pavarde3531 9 4 2 4 7 8
Vardas3532 Pavarde3532 5 8 2 8 7 7
Vardas3533 Pavarde3533 9 7 10 8 7 2
Vardas3534 Pavarde3534 8 10 3 10 1 6
Vardas3535 Pavarde3535 6 1 4 2 4 4
Vardas3536 Pavarde3536 1 8 10 5 4 6
Vardas3537 Pavarde3537 3 6 3 7 3 10
Vardas3538 Pavarde3538 8 8 7 8 1 3
Vardas3539 Pavarde3539 1 8 9 6 10 2
Vardas3540 Pavarde3540 7 3 4 9 3 10
Vardas3541 Pavarde3541 10 8 6 10 5 3
Vardas3542 Pavarde3542 8 1 9 5 7 3
Vardas3543 Pavarde3543 6 6 6 1 6 2
Vardas3544 Pavarde3544 1 9 8 7 3 1
Vardas3545 Pavarde3545 1 9 9 1 6 4
Vardas3546 Pavarde3546 7 1 6 9 8 10
Vardas3547 Pavarde3547 10 8 7 10 8 3
Vardas3548 Pavarde3548 9 5 10 3 5 4
Vardas3549 Pavarde3549 2 2 4 3 3 1
Vardas3550 Pavarde3550 2 10 9 4 5 6
Vardas3551 Pavarde3551 6 10 7 1 8 1
Vardas3552 Pavarde3552 8 8 8 10 9 10
Vardas3553 Pavarde3553 2 9 4 10 1 1
Vardas3554 Pavarde3554 5 8 2 8 5 7
Vardas3555 Pavarde3555 1 10 1 4 9 1
Vardas3556 Pavarde3556 9 10 7 9 3 3
Vardas3557 Pavarde3557 4 2 6 5 3 10
Vardas3558 Pavarde3558 3 9 6 10 2 7
Vardas3559 Pavarde3559 10 1 3 1 6 8
Vardas3560 Pavarde3560 8 9 1 3 2 3
Vardas3561 Pavarde3561 8 10 8 2 6 1
Vardas3562 Pavarde3562 1 2 5 6 4 6
Vardas3563 Pavarde3563 10 6 1 8 7 9
Vardas3564 Pavarde3564 5 3 6 1 2 3
Vardas3565 Pavarde3565 5 9 8 4 8 10
Vardas3566 Pavarde3566 6 9 10 2 6 6
Vardas3567 Pavarde3567 8 8 10 5 8 7
Vardas3568 Pavarde3568 8 3 9 5 9 6
Vardas3569 Pavarde3569 9 5 1 3 10 7
Vardas3570 Pavarde3570 2 1 10 10 5 8
Vardas3571 Pavarde3571 4 7 2 9 7 7
Vardas3572 Pavarde3572 10 9 3 8 9 5
Vardas3573 Pavarde3573 3 4 1 7 4 10
Vardas3574 Pavarde3574 4 1 6 8 7 6
Vardas3575 Pavarde3575 5 10 7 6 10 5
Vardas3576 Pavarde3576 1 5 4 9 8 7
Vardas3577 Pavarde3577 4 7 10 5 4 9
Vardas3578 Pavarde3578 4 6 4 1 8 7
Vardas3579 Pavarde3579 7 8 7 2 3 7
Vardas3580 Pavarde3580 9 3 6 7 4 7
Vardas3581 Pavarde3581 8 8 8 9 9 4
Vardas3582 Pavarde3582 10 7 4 3 6 10
Vardas3583 Pavarde3583 8 9 1 10 2 1
Vardas3584 Pavarde3584 9 8 9 7 10 5
Vardas3585 Pavarde3585 10 3 5 6 8 8
Vardas3586 Pavarde3586 9 5 9 8 9 8
Vardas3587 Pavarde3587 9 6 1 2 5 2
Vardas3588 Pavarde3588 9 10 7 5 10 10
Vardas3589 Pavarde3589 10 8 7 3 6 4
Vardas3590 Pavarde3590 2 6 3 10 6 8
Vardas3591 Pavarde3591 7 9 10 1 4 4
Vardas3592 Pavarde3592 1 5 5 1 3 7
Vardas3593 Pavarde3593 7 5 10 2 8 3
Vardas3594 Pavarde3594 6 4 2 2 1 5
Vardas3595 Pavarde3595 2 5 5 8 4 10
Vardas3596 Pavarde3596 10 10 5 3 4 9
Vardas3597 Pavarde3597 6 10 6 3 8 6
Vardas3598 Pavarde3598 7 1 4 9 3 3
Vardas3599 Pavarde3599 2 8 2 1 4 3
Vardas3600 Pavarde3600 1 3 4 2 5 10
Vardas3601 Pavarde3601 1 4 10 2 8 6
Vardas3602 Pavarde3602 1 3 4 2 8 7
Vardas3603 Pavarde3603 5 9 8 10 10 9
Vardas3604 Pavarde3604 1 7 6 7 5 2
Vardas3605 Pavarde3605 3 9 8 2 4 5
Vardas3606 Pavarde3606 2 3 9 7 2 1
Vardas3607 Pavarde3607 1 6 2 1 5 9
Vardas3608 Pavarde3608 5 3 10 7 7 9
Vardas3609 Pavarde3609 1 4 1 8 7 1
Vardas3610 Pavarde3610 2 5 6 1 5 9
Vardas3611 Pavarde3611 6 6 9 10 2 7
Vardas3612 Pavarde3612 1 8 7 7 5 2
Vardas3613 Pavarde3613 3 4 7 2 4 2
Vardas3614 Pavarde3614 8 10 7 3 10 10
Vardas3615 Pavarde3615 1 4 7 9 8 7
Vardas3616 Pavarde3616 5 2 10 3 1 1
Vardas3617 Pavarde3617 9 5 7 4 2 4
Vardas3618 Pavarde3618 2 3 10 5 5 5
Vardas3619 Pavarde3619 8 8 4 7 3 2
Vardas3620 Pavarde3620 4 4 1 9 8 6
Vardas3621 Pavarde3621 10 1 1 4 5 2
Vardas3622 Pavarde3622 2 4 8 3 4 6
Vardas3623 Pavarde3623 4 5 8 7 1 6
Vardas3624 Pavarde3624 5 10 7 3 3 6
Vardas3625 Pavarde3625 9 2 9 10 2 3
Vardas3626 Pavarde3626 6 1 10 4 7 3
Vardas3627 Pavarde3627 7 2 10 9 3 6
Vardas3628 Pavarde3628 5 1 2 2 6 7
Vardas3629 Pavarde3629 4 7 1 4 4 3
Vardas3630 Pavarde3630 7 10 8 5 1 5
Vardas3631 Pavarde3631 9 4 9 6 6 2
Vardas3632 Pavarde3632 8 2 6 4 6 4
Vardas3633 Pavarde3633 8 3 8 3 1 8
Vardas3634 Pavarde3634 5 1 2 10 10 9
Vardas3635 Pavarde3635 1 6 3 8 7 7
Vardas3636 Pavarde3636 1 1 10 3 5 3
Vardas3637 Pavarde3637 6 2 3 1 5 9
Vardas3638 Pavarde3638 9 8 4 4 8 9
Vardas3639 Pavarde3639 7 1 9 7 9 2
Vardas3640 Pavarde3640 1 10 3 10 8 3
Vardas3641 Pavarde3641 7 10 4 6 4 8
Vardas3642 Pavarde3642 3 7 8 8 7 8
Vardas3643 Pavarde3643 1 7 4 3 7 4
Vardas3644 Pavarde3644 9 9 2 7 5 2
Vardas3645 Pavarde3645 6 10 2 5 6 10
Vardas3646 Pavarde3646 8 10 6 3 3 1
Vardas3647 Pavarde3647 9 8 8 10 4 4
Vardas3648 Pavarde3648 7 10 5 7 5 6
Vardas3649 Pavarde3649 10 9 4 1 2 6
Vardas3650 Pavarde3650 5 3 8 5 2 4
Vardas3651 Pavarde3651 9 6 8 2 6 2
Vardas3652 Pavarde3652 4 1 9 7 8 3
Vardas3653 Pavarde3653 6 10 7 1 2 1
Vardas3654 Pavarde3654 9 2 9 8 2 4
Vardas3655 Pavarde3655 1 8 4 6 2 9
Vardas3656 Pavarde3656 2 3 5 3 9 9
Vardas3657 Pavarde3657 5 3 5 7 4 1
Vardas3658 Pavarde3658 2 10 9 6 2 10
Vardas3659 Pavarde3659 4 3 3 9 3 10
Vardas3660 Pavarde3660 5 9 6 3 10 5
Vardas3661 Pavarde3661 7 4 10 1 3 3
Vardas3662 Pavarde3662 7 10 7 2 2 7
Vardas3663 Pavarde3663 9 6 6 6 4 1
Vardas3664 Pavarde3664 6 8 4 7 10 2
Vardas3665 Pavarde3665 10 4 4 9 6 10
Vardas3666 Pavarde3666 1 6 9 9 8 9
Vardas3667 Pavarde3667 8 10 2 9 4 10
Vardas3668 Pavarde3668 5 6 2 2 5 9
Vardas3669 Pavarde3669 8 10 1 2 8 5
Vardas3670 Pavarde3670 7 5 1 10 9 4
Vardas3671 Pavarde3671 4 2 4 9 4 4
Vardas3672 Pavarde3672 1 1 4 1 5 4
Vardas3673 Pavarde3673 5 4 1 2 6 5
Vardas3674 Pavarde3674 3 6 8 2 1 5
Vardas3675 Pavarde3675 6 4 8 4 2 3
Vardas3676 Pavarde3676 9 2 8 9 10 9
Vardas3677 Pavarde3677 8 8 6 1 3 5
Vardas3678 Pavarde3678 8 5 9 2 8 9
Vardas3679 Pavarde3679 9 4 6 9 2 3
Vardas3680 Pavarde3680 3 3 10 10 7 6
Vardas3681 Pavarde3681 9 6 10 6 10 2
Vardas3682 Pavarde3682 8 10 10 8 10 4
Vardas3683 Pavarde3683 7 7 8 7 6 2
Vardas3684 Pavarde3684 6 1 5 5 7 3
Vardas3685 Pavarde3685 2 10 10 1 2 2
Vardas3686 Pavarde3686 2 9 9 5 5 10
Vardas3687 Pavarde3687 5 10 5 8 8 2
Vardas3688 Pavarde3688 1 8 2 6 6 3
Vardas3689 Pavarde3689 4 10 1 5 7 6
Vardas3690 Pavarde3690 7 9 10 9 10 9
Vardas3691 Pavarde3691 7 4 9 7 1 3
Vardas3692 Pavarde3692 6 2 8 9 3 6
Vardas3693 Pavarde3693 4 4 3 10 4 8
Vardas3694 Pavarde3694 6 6 5 5 2 1
Vardas3695 Pavarde3695 10 3 3 5 2 3
Vardas3696 Pavarde3696 7 3 3 2 1 1
Vardas3697 Pavarde3697 3 10 1 8 10 8
Vardas3698 Pavarde3698 2 6 10 3 10 4
Vardas3699 Pavarde3699 1 9 8 8 2 6
Vardas3700 Pavarde3700 2 1 3 4 10 9
Vardas3701 Pavarde3701 8 9 6 7 3 4
Vardas3702 Pavarde3702 8 5 3 6 9 7
Vardas3703 Pavarde3703 10 6 8 10 10 10
Vardas3704 Pavarde3704 3 1 9 6 3 3
Vardas3705 Pavarde3705 2 9 2 9 1 1
Vardas3706 Pavarde3706 5 2 7 9 7 10
Vardas3707 Pavarde3707 3 4 6 9 10 6
Vardas3708 Pavarde3708 1 10 4 6 6 9
Vardas3709 Pavarde3709 1 2 5 9 7 3
Vardas3710 Pavarde3710 5 1 2 6 10 6
Vardas3711 Pavarde3711 1 1 5 9 9 7
Vardas3712 Pavarde3712 5 6 9 6 6 7
Vardas3713 Pavarde3713 2 3 1 6 10 5
Vardas3714 Pavarde3714 10 6 1 7 2 4
Vardas3715 Pavarde3715 2 6 3 4 7 7
Vardas3716 Pavarde3716 9 7 9 4 10 5
Vardas3717 Pavarde3717 9 7 9 1 7 10
Vardas3718 Pavarde3718 8 9 7 8 4 5
Vardas3719 Pavarde3719 1 5 1 4 9 5
Vardas3720 Pavarde3720 10 2 3 10 10 9
Vardas3721 Pavarde3721 10 4 8 7 7 8
Vardas3722 Pavarde3722 4 8 8 1 6 7
Vardas3723 Pavarde3723 4 3 8 7 9 3
Vardas3724 Pavarde3724 1 10 6 8 2 10
Vardas3725 Pavarde3725 7 2 4 10 7 2
Vardas3726 Pavarde3726 6 9 4 5 2 5
Vardas3727 Pavarde3727 8 1 9 6 10 7
Vardas3728 Pavarde3728 2 4 3 2 1 4
Vardas3729 Pavarde3729 5 10 2 4 5 2
Vardas3730 Pavarde3730 10 4 6 6 2 9
Vardas3731 Pavarde3731 10 10 10 3 2 4
Vardas3732 Pavarde3732 4 4 6 4 5 3
Vardas3733 Pavarde3733 6 7 5 2 9 8
Vardas3734 Pavarde3734 5 6 2 8 2 2
Vardas3735 Pavarde3735 6 2 3 9 2 7
Vardas3736 Pavarde3736 10 8 6 10 3 1
Vardas3737 Pavarde3737 9 8 6 3 10 7
Vardas3738 Pavarde3738 9 8 7 1 10 5
Vardas3739 Pavarde3739 1 1 5 6 7 6
Vardas3740 Pavarde3740 1 5 2 9 2 2
Vardas3741 Pavarde3741 8 2 8 9 3 7
Vardas3742 Pavarde3742 2 7 2 4 5 1
Vardas3743 Pavarde3743 8 4 6 5 3 6
Vardas3744 Pavarde3744 4 2 4 6 10 7
Vardas3745 Pavarde3745 5 10 6 7 2 9
Vardas3746 Pavarde3746 9 10 9 6 3 3
Vardas3747 Pavarde3747 4 5 5 10 5 10
Vardas3748 Pavarde3748 2 10 3 8 4 7
Vardas3749 Pavarde3749 7 1 5 6 9 9
Vardas3750 Pavarde3750 1 5 1 7 8 4
Vardas3751 Pavarde3751 2 4 8 2 6 3
Vardas3752 Pavarde3752 9 5 4 2 8 5
Vardas3753 Pavarde3753 6 7 2 8 8 1
Vardas3754 Pavarde3754 2 5 7 10 3 1
Vardas3755 Pavarde3755 6 5 2 6 4 5
Vardas3756 Pavarde3756 2 1 2 4 7 5
Vardas3757 Pavarde3757 7 1 6 10 6 5
Vardas3758 Pavarde3758 7 2 6 10 5 10
Vardas3759 Pavarde3759 10 2 10 8 1 4
Vardas3760 Pavarde3760 6 6 2 3 9 4
Vardas3761 Pavarde3761 9 7 4 10 5 7
Vardas3762 Pavarde3762 5 9 1 4 10 7
Vardas3763 Pavarde3763 2 7 1 1 1 9
Vardas3764 Pavarde3764 2 2 5 9 9 7
Vardas3765 Pavarde3765 2 2 2 9 7 4
Vardas3766 Pavarde3766 5 8 2 2 7 6
Vardas3767 Pavarde3767 6 10 1 8 6 10
Vardas3768 Pavarde3768 8 4 4 5 6 10
Vardas3769 Pavarde3769 1 10 8 3 1 6
Vardas3770 Pavarde3770 8 10 5 5 9 7
Vardas3771 Pavarde3771 2 8 9 2 10 4
Vardas3772 Pavarde3772 3 5 1 8 1 2
Vardas3773 Pavarde3773 7 1 6 5 10 7
Vardas3774 Pavarde3774 10 9 7 4 2 9
Vardas3775 Pavarde3775 3 9 6 1 6 3
Vardas3776 Pavarde3776 1 2 3 6 3 1
Vardas3777 Pavarde3777 1 5 10 4 10 10
Vardas3778 Pavarde3778 4 6 8 7 4 3
Vardas3779 Pavarde3779 10 1 3 4 8 3
Vardas3780 Pavarde3780 7 6 7 6 4 8
Vardas3781 Pavarde3781 5 7 4 5 5 10
Vardas3782 Pavarde3782 7 6 10 10 8 5
Vardas3783 Pavarde3783 6 5 3 7 3 4
Vardas3784 Pavarde3784 2 5 1 5 2 2
Vardas3785 Pavarde3785 8 10 6 1 1 1
Vardas3786 Pavarde3786 4 4 3 9 5 7
Vardas3787 Pavarde3787 6 2 1 7 6 2
Vardas3788 Pavarde3788 10 1 2 5 4 1
Vardas3789 Pavarde3789 2 4 8 7 7 2
Vardas3790 Pavarde3790 7 2 5 2 5 10
Vardas3791 Pavarde3791 9 2 2 6 2 3
Vardas3792 Pavarde3792 9 2 10 2 2 2
Vardas3793 Pavarde3793 10 6 8 4 9 2
Vardas3794 Pavarde3794 7 6 2 2 9 10
Vardas3795 Pavarde3795 1 1 4 4 1 9
Vardas3796 Pavarde3796 5 8 10 5 2 10
Vardas3797 Pavarde3797 10 10 8 4 2 5
Vardas3798 Pavarde3798 6 8 2 3 1 9
Vardas3799 Pavarde3799 2 6 2 2 10 8
Vardas3800 Pavarde3800 1 10 8 10 4 5
Vardas3801 Pavarde3801 10 6 5 9 1 3
Vardas3802 Pavarde3802 8 7 7 2 2 2
Vardas3803 Pavarde3803 9 8 1 8 5 6
Vardas3804 Pavarde3804 8 7 9 4 9 6
Vardas3805 Pavarde3805 8 5 9 4 3 8
Vardas3806 Pavarde3806 5 10 3 2 2 2
Vardas3807 Pavarde3807 6 7 10 2 1 9
Vardas3808 Pavarde3808 4 9 2 7 9 1
Vardas3809 Pavarde3809 9 1 5 7 3 1
Vardas3810 Pavarde3810 9 3 6 10 9 4
Vardas3811 Pavarde3811 4 1 1 4 5 4
Vardas3812 Pavarde3812 4 6 3 8 2 8
Vardas3813 Pavarde3813 1 5 6 3 10 2
Vardas3814 Pavarde3814 8 6 10 2 2 4
Vardas3815 Pavarde3815 4 5 4 4 6 5
Vardas3816 Pavarde3816 7 3 5 4 6 3
Vardas3817 Pavarde3817 9 7 7 7 9 10
Vardas3818 Pavarde3818 2 10 2 5 5 3
Vardas3819 Pavarde3819 6 4 7 3 8 1
Vardas3820 Pavarde3820 10 8 1 10 1 3
Vardas3821 Pavarde3821 2 3 3 1 4 3
Vardas3822 Pavarde3822 7 10 3 7 8 10
Vardas3823 Pavarde3823 1 9 4 8 7 10
Vardas3824 Pavarde3824 7 5 2 2 9 5
Vardas3825 Pavarde3825 3 10 9 10 3 7
Vardas3826 Pavarde3826 7 7 4 7 3 9
Vardas3827 Pavarde3827 1 8 7 3 2 7
Vardas3828 Pavarde3828 10 10 6 5 5 2
Vardas3829 Pavarde3829 2 2 5 3 5 9
Vardas3830 Pavarde3830 6 10 1 2 10 6
Vardas3831 Pavarde3831 6 7 2 3 5 9
Vardas3832 Pavarde3832 2 9 4 5 6 1
Vardas3833 Pavarde3833 10 6 4 10 7 10
Vardas3834 Pavarde3834 4 9 1 10 9 4
Vardas3835 Pavarde3835 4 8 2 7 5 4
Vardas3836 Pavarde3836 10 5 2 7 10 8
Vardas3837 Pavarde3837 1 8 2 10 9 2
Vardas3838 Pavarde3838 2 7 4 7 9 10
Vardas3839 Pavarde3839 1 8 6 10 7 9
Vardas3840 Pavarde3840 4 10 2 10 7 5
Vardas3841 Pavarde3841 3 7 1 7 5 7
Vardas3842 Pavarde3842 1 3 3 8 4 10
Vardas3843 Pavarde3843 1 6 5 8 3 8
Vardas3844 Pavarde3844 1 4 4 3 6 4
Vardas3845 Pavarde3845 10 6 10 2 5 1
Vardas3846 Pavarde3846 2 9 7 3 5 2
Vardas3847 Pavarde3847 3 8 10 7 4 3
Vardas3848 Pavarde3848 5 10 1 8 2 9
Vardas3849 Pavarde3849 8 4 9 3 6 6
Vardas3850 Pavarde3850 3 1 10 2 9 4
Vardas3851 Pavarde3851 3 5 5 9 10 10
Vardas3852 Pavarde3852 3 6 7 6 2 10
Vardas3853 Pavarde3853 2 8 6 4 8 7
Vardas3854 Pavarde3854 4 2 3 3 2 7
Vardas3855 Pavarde3855 10 7 9 7 6 4
Vardas3856 Pavarde3856 5 10 9 3 1 2
Vardas3857 Pavarde3857 10 5 10 1 7 5
Vardas3858 Pavarde3858 9 2 1 10 5 3
Vardas3859 Pavarde3859 3 3 9 10 1 6
Vardas3860 Pavarde3860 1 9 4 10 6 5
Vardas3861 Pavarde3861 10 5 3 5 10 5
Vardas3862 Pavarde3862 3 2 4 10 2 7
Vardas3863 Pavarde3863 9 3 8 7 9 9
Vardas3864 Pavarde3864 2 1 6 10 1 5
Vardas3865 Pavarde3865 3 1 9 4 7 9
Vardas3866 Pavarde3866 3 1 1 2 6 10
Vardas3867 Pavarde3867 2 9 1 5 10 8
Vardas3868 Pavarde3868 3 2 6 1 5 8
Vardas3869 Pavarde3869 10 6 4 4 5 2
Vardas3870 Pavarde3870 7 7 10 4 4 7
Vardas3871 Pavarde3871 6 4 3 2 10 4
Vardas3872 Pavarde3872 4 9 10 4 10 7
Vardas3873 Pavarde3873 4 7 7 8 4 8
Vardas3874 Pavarde3874 4 7 9 7 4 1
Vardas3875 Pavarde3875 9 6 6 1 4 5
Vardas3876 Pavarde3876 10 5 3 2 8 1
Vardas3877 Pavarde3877 7 10 8 1 4 9
Vardas3878 Pavarde3878 10 4 1 9 10 1
Vardas3879 Pavarde3879 6 5 3 9 8 9
Vardas3880 Pavarde3880 6 3 6 10 4 9
Vardas3881 Pavarde3881 7 8 9 6 8 6
Vardas3882 Pavarde3882 3 9 7 4 2 2
Vardas3883 Pavarde3883 7 9 2 4 9 10
Vardas3884 Pavarde3884 4 9 2 9 8 6
Vardas3885 Pavarde3885 9 5 8 2 10 5
Vardas3886 Pavarde3886 9 3 5 9 4 4
Vardas3887 Pavarde3887 4 7 1 7 6 7
Vardas3888 Pavarde3888 1 7 9 7 7 3
Vardas3889 Pavarde3889 10 10 3 2 2 9
Vardas3890 Pavarde3890 8 1 5 7 2 6
Vardas3891 Pavarde3891 2 5 2 9 6 6
Vardas3892 Pavarde3892 8 6 7 8 4 5
Vardas3893 Pavarde3893 10 3 9 8 9 8
Vardas3894 Pavarde3894 3 1 2 2 10 3
Vardas3895 Pavarde3895 9 10 4 10 3 9
Vardas3896 Pavarde3896 1 1 10 10 9 5
Vardas3897 Pavarde3897 5 3 4 1 1 9
Vardas3898 Pavarde3898 7 9 2 4 10 9
Vardas3899 Pavarde3899 7 2 4 7 5 8
Vardas3900 Pavarde3900 2 1 4 3 5 1
Vardas3901 Pavarde3901 6 9 1 6 7 7
